footprint_bytes,load_mode,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
32768,independent,random,1000,22.174294,22.256,7.675935009093538,19.88,20.59,22.892,20.18,23.344,224.796,9
