footprint_bytes,load_mode,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
536870912,dependent,sequential,1000,7.30416,7.224,1.2078151281482543,6.96,7.176,7.272,7.104,7.368,32.64,25
