target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
25874000,536870912,sequential,200,773.6,530.0,436.0551345896641,338.0,522.0,932.5,514.0,1720.0,1726.0,17
