level,run_tag,samples_achieved,duration_time_ns,ns_per_access_perf,bench_avg_ticks_per_access_median,cache_references,cache_misses,cache_miss_rate,l1_dcache_loads,l1_dcache_load_misses,l1_miss_rate,llc_loads,llc_load_misses,llc_miss_rate,cycles,instructions,cycles_per_access,ipc,notes
L1,base,1000000,4802650.0,4.80265,6.43,230885.0,47003.0,0.20357753860146827,6538849.0,74432.0,0.011383043101316454,13190.0,1600.0,0.12130401819560273,13899884.0,13327557.0,13.899884,0.9588250520651826,
L1,rep1,1000000,3762492.0,3.762492,6.426,197387.0,35147.0,0.17806137182286574,6535224.0,69705.0,0.010666046029944804,12920.0,1879.0,0.14543343653250773,13776203.0,13331596.0,13.776203,0.9677264482818669,
L1,rep2,1000000,3610115.0,3.610115,6.449,197338.0,27676.0,0.1402466833554612,6536851.0,73629.0,0.011263680325587963,13814.0,1531.0,0.11082959316635298,13776800.0,13339193.0,13.7768,0.9682359473898148,
L1,median,,3762492.0,3.762492,6.43,197387.0,35147.0,0.17806137182286574,6536851.0,73629.0,0.011263680325587963,13190.0,1600.0,0.12130401819560273,13776800.0,13331596.0,13.7768,0.9677264482818669,
