target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
1048576,2097152,sequential,200,1.155,1.0,0.36281285234835015,1.0,1.0,1.0,1.0,2.0,2.0,31
