footprint_bytes,load_mode,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
33554432,independent,random,1000,30.126451,29.5845,2.0734890726824515,26.427,28.63625,31.3475,27.76235,33.6983,43.171,13
