target_bytes,evict_bytes,pattern,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
8388608,16777216,random,200,486.995,437.0,195.7779866976287,268.0,413.0,498.0,301.75,682.0999999999997,1583.0,22
