target_bytes,evict_bytes,evict_stride_bytes,evict_offset_bytes,pattern,channel,n,mean,median,stddev,min,q1,q3,p5,p95,max,n_outliers
1048576,1073741824,4096,2048,random,target,200,382.96,302.0,259.39814065810964,66.0,264.0,503.5,66.0,748.6999999999998,1778.0,6
1048576,1073741824,4096,2048,random,control,200,123.58,68.0,108.91545566361123,66.0,66.0,82.5,66.0,310.19999999999993,768.0,48
